food_id,food_name,caloric_value,protein,carbohydrates,fat
1909,potato scalloped,216.0,7.0,26.4,9.0
1910,cottage fries,11.0,0.2,1.9,0.4
1911,mashed potatoes,215.0,4.0,35.5,6.8
1912,mashed potato with milk and butter,237.0,3.9,35.3,8.9
1913,red potato raw,149.0,4.0,33.9,0.3
1914,potato pancake,59.0,1.3,6.1,3.2
1915,potato puffs,243.0,2.6,35.5,11.0
1916,red potato baked,74.0,2.0,16.7,0.1
1917,potatoes canned,132.0,3.6,29.7,0.3
1918,potato skin raw,22.0,1.0,4.7,0.1
1919,shoestring french fries,4.0,0.1,0.7,0.1
1920,hash brown potato,144.0,1.4,15.3,9.0
1921,baked chips lays,130.0,0.0,0.0,2.0
1922,corn chips,162.0,1.9,17.2,10.0
1923,nacho cheese tortilla chips low fat,90.0,2.4,18.5,1.0
1924,corn chips barbecue,1036.0,13.9,111.3,64.7
1925,corn chips unsalted,490.0,5.8,50.5,29.4
1926,potato chips fat free,860.0,21.9,190.1,1.4
1927,sweet chilli kettle baked chips,99.0,2.0,2.1,2.2
1928,taro chips,11.0,0.05,1.6,0.6
1929,potato chips reduced fat,801.0,12.1,113.7,35.4
1930,onion snacks,150.0,2.3,19.5,6.8
1931,potato chips cheese,843.0,14.5,98.1,46.2
1932,yuca cassava chips,9.0,0.05,1.2,0.4
1933,tortilla chips low fat,117.0,3.1,22.6,1.6
1934,ranch flavor tortilla chips,992.0,14.2,124.2,48.8
1935,potato chips,161.0,2.1,15.9,10.4
1936,tortilla chips,142.0,2.1,20.3,6.2
1937,sweet potato chips,149.0,0.8,15.9,9.1
1938,nacho cheese tortilla chips,156.0,2.2,18.2,8.2
1939,vegetable chips,134.0,1.5,17.1,6.6
1940,taco flavor tortilla chips,1090.0,17.9,143.2,54.9
1941,potato chips barbecue,970.0,15.2,104.5,64.2
1942,pita chips,137.0,3.5,20.5,4.6
1943,potato chips sour cream and onion,1051.0,16.0,102.0,67.1
1944,adobo fresco,780.0,5.8,53.6,60.2
1945,chili pepper sauce red,3.0,0.1,0.6,0.09
1946,creamy ranch sauce mcdonalds,132.0,0.3,1.0,14.7
1947,catsup,19.0,0.2,4.5,0.07
1948,chili pepper sauce green,3.0,0.1,0.8,0.03
1949,red wine vinegar,3.0,0.06,0.01,0.0
1950,fish sauce,6.0,0.9,0.7,0.01
1951,coleslaw dressing reduced fat,56.0,0.0,6.8,3.4
1952,sour dressing,21.0,0.4,0.6,2.0
1953,guava sauce cooked,86.0,0.8,22.6,0.3
1954,pizza sauce,136.0,5.5,21.8,2.9
1955,sweetn sour sauce mcdonalds,48.0,0.2,11.0,0.3
1956,nance syrup,4.0,0.03,0.8,0.0
1957,french dressing reduced fat,37.0,0.07,4.7,2.2
1958,peppercorn dressing,76.0,0.2,0.5,8.2
1959,sorghum syrup,61.0,0.0,15.7,0.0
1960,ranch dressing fat free,17.0,0.04,3.7,0.3
1961,caesar dressing low calorie,17.0,0.03,2.8,0.7
1962,sweet sour dressing,2.0,0.08,0.6,0.0
1963,mayonnaise imitation fat free,13.0,0.04,2.5,0.4
1964,sofrito,488.0,26.4,11.2,37.5
1965,turkey gravy instant,27.0,0.8,3.9,1.0
1966,teriyaki sauce,16.0,1.1,2.8,0.02
1967,tomato sauce,59.0,2.9,13.0,0.7
1968,barbecue sauce kraft,28.0,0.1,6.5,0.05
1969,cranberry sauce sweetened,418.0,0.6,107.8,0.4
1970,coleslaw dressing,62.0,0.1,3.8,5.3
1971,onion gravy dry,77.0,2.2,16.2,0.7
1972,corn syrup light,62.0,0.0,16.9,0.09
1973,bacon tomato dressing,49.0,0.3,0.3,5.3
1974,pancake syrup,53.0,0.0,13.9,0.08
1975,balsamic vinegar,14.0,0.04,2.7,0.0
1976,ranch dressing reduced fat,29.0,0.2,3.2,1.9
1977,barbecue sauce mcdonalds,46.0,0.4,10.3,0.3
1978,vinegar oil dressing,72.0,0.0,0.4,8.0
1979,poppyseed dressing,66.0,0.2,4.0,5.5
1980,honey mustard dressing,70.0,0.1,3.5,6.1
1981,french dressing fat free,21.0,0.01,5.1,0.02
1982,vinegar,3.0,0.0,0.09,0.0
1983,spray dressing,13.0,0.07,1.3,0.9
1984,honey mustard dressing fat free,25.0,0.2,5.8,0.2
1985,mushroom gravy,119.0,3.0,13.0,6.4
1986,white sauce,368.0,9.6,22.9,26.6
1987,marinara pasta sauce,129.0,3.7,19.9,3.9
1988,tomato sauce with mushrooms,86.0,3.6,20.7,0.3
1989,pork gravy powder,25.0,0.6,4.3,0.6
1990,beef gravy,123.0,8.7,11.2,5.5
1991,green goddess dressing,64.0,0.3,1.1,6.5
1992,salsa con queso,358.0,7.9,27.9,23.8
1993,cocktail sauce,19.0,0.2,4.2,0.2
1994,worcestershire sauce,13.0,0.0,3.3,0.0
1995,barbecue sauce,29.0,0.1,6.9,0.1
1996,tomato sauce with onions,103.0,3.8,24.4,0.5
1997,brown gravy dry,22.0,0.6,3.6,0.6
1998,blue cheese dressing light,14.0,0.3,2.1,0.4
1999,spanish tomato sauce,81.0,3.5,17.7,0.7
2000,oyster sauce,9.0,0.2,2.0,0.07
2001,cheese sauce,30.0,1.5,0.8,2.2
2002,hoisin sauce,35.0,0.5,7.1,0.5
2003,pickle relish,20.0,0.1,5.3,0.06
2004,tomato sauce with herbs cheese,144.0,5.2,25.0,4.7
2005,french dressing,73.0,0.1,2.5,7.2
2006,mayonnaise hellmanns,15.0,0.0,0.09,1.7
2007,canadian maple syrup,76.0,0.0,19.1,0.0
2008,maple syrup,52.0,0.09,13.4,0.05
2009,barbecue sauce bulls eye,27.0,0.1,6.4,0.1
2010,ranch dressing,65.0,0.2,0.9,6.7
2011,tomato ketchup mp,15.0,0.0,0.2,0.0
2012,mayonnaise light,36.0,0.03,1.4,3.3
2013,mayonnaise dressing,103.0,0.0,0.07,11.7
2014,malt syrup,67.0,1.3,15.0,0.0
2015,gravy dry,86.0,3.3,14.5,2.0
2016,cranberry orange relish,490.0,0.8,127.1,0.3
2017,caesar dressing,80.0,0.3,0.5,8.5
2018,italian dressing,35.0,0.03,1.8,3.1
2019,brown gravy instant,25.0,0.6,4.0,0.8
2020,roquefort cheese dressing,15.0,0.8,0.4,1.1
2021,blue cheese dressing,71.0,0.2,0.7,7.7
2022,duck sauce,80.0,0.1,19.7,0.06
2023,au jus,38.0,2.8,5.9,0.5
2024,corn syrup dark,57.0,0.0,15.5,0.0
2025,buttermilk dressing light,30.0,0.2,3.2,1.9
2026,cider vinegar,3.0,0.0,0.1,0.0
2027,tartar sauce,32.0,0.2,2.0,2.5
2028,pepper hot sauce,1.0,0.02,0.03,0.02
2029,tomato chili sauce,6.0,0.2,1.2,0.1
2030,turkey gravy dry,26.0,0.7,4.6,0.5
2031,salsa sauce,5.0,0.3,1.2,0.04
2032,steak sauce,16.0,0.2,3.7,0.0
2033,molasses,58.0,0.0,14.9,0.07
2034,italian dressing fat free,7.0,0.1,1.2,0.1
2035,plum sauce,35.0,0.2,8.1,0.2
2036,chow mein stir fry master foods,26.0,0.0,0.0,0.2
2037,beef gravy instant,25.0,0.7,4.1,0.6
2038,horseradish,2.0,0.0,0.6,0.09
2039,grenadine,54.0,0.0,13.4,0.0
2040,tabasco sauce,1.0,0.05,0.01,0.0
2041,sweet sour sauce,26.0,0.02,6.7,0.08
2042,salsa verde,6.0,0.2,1.0,0.1
2043,miso,40.0,2.6,5.1,1.2
2044,sprouted soybean cooked,76.0,8.0,6.1,4.2
2045,soy flour roasted,375.0,29.6,28.6,18.6
2046,soy flour low fat,330.0,40.0,30.7,7.8
2047,green soybean cooked,127.0,11.1,9.9,5.8
2048,azumaya tofu vitasoy,316.0,32.8,9.1,16.6
2049,soy proteins isolate,96.0,22.8,2.1,1.0
2050,tofu yogurt,246.0,9.2,41.8,4.7
2051,bacon meatless,446.0,15.4,9.1,42.5
2052,meatless chicken fried,304.0,27.7,11.1,16.6
2053,soymilk,109.0,7.1,8.4,4.8
2054,soy vermicelli,463.0,0.1,115.2,0.1
2055,tofu fried,35.0,2.4,1.2,2.6
2056,tempeh,320.0,30.8,15.6,17.9
2057,koyadofu,81.0,8.9,1.7,5.2
2058,meatless meatloaf,110.0,11.8,4.5,5.0
2059,soya vanille joghurt alpro,21.0,0.3,1.0,0.6
2060,soybean curd cheese,340.0,28.1,15.5,18.2
2061,soy sauce,8.0,1.3,0.8,0.05
2062,soybean dry roasted,419.0,36.8,30.4,20.1
2063,soybean oil,120.0,0.0,0.0,13.6
2064,meatless chicken,376.0,39.7,6.1,21.4
2065,soybean cooked,296.0,28.6,17.1,15.4
2066,soymilk nonfat,68.0,6.0,10.1,0.05
2067,soy flour,23.0,1.8,1.8,1.1
2068,soybean lecithin oil,104.0,0.0,0.0,13.6
2069,tofu raw,188.0,20.0,4.7,11.9
2070,soy chips,109.0,7.5,15.0,2.1
2071,green soybean raw,376.0,33.2,28.3,17.4
2072,soy proteins concentrate,93.0,18.0,7.2,0.1
2073,soybean margarine,34.0,0.05,0.04,3.8
2074,chocolate soymilk nonfat,107.0,6.0,20.7,0.05
2075,okara,93.0,3.9,15.3,2.1
2076,meatless meatballs,284.0,30.2,11.5,13.0
2077,vanilla soymilk,131.0,7.9,15.3,4.3
2078,soy meal raw,414.0,54.8,49.0,2.9
2079,soymilk low fat,104.0,4.0,17.5,1.5
2080,sprouted soybean raw,85.0,9.2,6.7,4.7
2081,soybean raw,830.0,67.9,56.1,37.1
2082,tempeh cooked,55.0,5.1,2.6,3.2
2083,vanilla soymilk light,83.0,6.4,9.4,2.1
2084,chocolate soymilk,153.0,5.5,24.2,3.7
2085,soy oil,120.0,0.0,0.0,13.6
2086,natto,169.0,14.2,11.5,8.8
2087,chrysanthemum raw,12.0,1.7,1.5,0.3
2088,gourd cooked,100.0,1.2,25.5,0.6
2089,cauliflower raw,3.0,0.2,0.6,0.08
2090,red cabbage raw,53.0,2.4,12.5,0.3
2091,broccoli raab raw,9.0,1.3,1.1,0.2
2092,napa cabbage cooked,13.0,1.2,2.4,0.2
2093,kelp,2.0,0.07,0.5,0.07
2094,shallots raw,18.0,0.6,4.2,0.06
2095,bamboo shoots raw,49.0,4.7,9.4,0.5
2096,jute cooked,32.0,3.2,6.3,0.2
2097,red lettuce,4.0,0.4,0.6,0.08
2098,broccoli cooked,98.0,6.7,20.1,1.1
2099,romanesco raw,20.0,1.9,3.9,0.2
2100,eggplant raw,115.0,4.5,26.9,0.8
2101,leeks raw,54.0,1.3,12.6,0.3
2102,lemongrass citronella,5.0,0.04,1.2,0.08
2103,pumpkin cooked,49.0,1.8,12.0,0.2
2104,celery cooked,7.0,0.3,1.5,0.1
2105,serrano pepper,2.0,0.1,0.4,0.08
2106,nopales raw,14.0,1.1,2.9,0.06
2107,sweet potato leaves cooked,22.0,1.4,4.7,0.2
2108,eggplant cooked,33.0,0.8,8.1,0.2
2109,asparagus cooked,3.0,0.4,0.6,0.07
2110,rutabaga cooked,72.0,2.2,16.4,0.4
2111,parsnips raw,128.0,2.0,30.6,0.5
2112,sour pickles,17.0,0.5,3.5,0.3
2113,turnip greens cooked,29.0,1.6,6.3,0.3
2114,jerusalem artichokes,110.0,3.0,26.2,0.05
2115,collard raw,12.0,1.1,2.0,0.2
2116,chrysanthemum cooked,20.0,1.6,4.3,0.04
2117,oriental radish dried,314.0,9.2,73.5,0.8
2118,tomatillos,42.0,1.3,7.7,1.3
2119,taro shoots raw,9.0,0.8,2.0,0.07
2120,acorn squash raw,172.0,3.4,44.9,0.4
2121,leeks dried,10.0,0.5,2.4,0.03
2122,cabbage raw,70.0,3.6,16.2,0.3
2123,sweet red peppers cooked,19.0,0.7,4.5,0.1
2124,sweet red peppers raw,46.0,1.5,9.0,0.4
2125,cucumber peeled,16.0,0.8,2.9,0.2
2126,purslane raw,9.0,0.9,1.5,0.2
2127,peas onions cooked,81.0,4.6,15.5,0.4
2128,tomato cooked,22.0,1.2,4.9,0.1
2129,taro shoots cooked,20.0,1.0,4.5,0.1
2130,scots kale raw,28.0,1.9,5.6,0.4
2131,artichoke raw,60.0,4.2,13.5,0.2
2132,navy bean sprouts raw,70.0,6.4,13.6,0.7
2133,sweet pickles,146.0,0.9,33.8,0.7
2134,oriental radish cooked,25.0,1.0,5.0,0.4
2135,sweet potato leaves raw,15.0,0.9,3.1,0.2
2136,irishmoss,2.0,0.04,0.6,0.05
2137,drumstick leaves cooked,25.0,2.2,4.7,0.4
2138,winter squash raw,39.0,1.1,10.0,0.2
2139,pumpkin raw,30.0,1.2,7.5,0.1
2140,chicory greens,7.0,0.5,1.4,0.1
2141,spinach cooked,41.0,5.3,6.8,0.5
2142,radish pickled,42.0,1.7,7.8,0.5
2143,sweet onion,106.0,2.6,25.0,0.3
2144,salsify cooked,92.0,3.7,20.7,0.2
2145,radish seeds sprouted,16.0,1.4,1.4,1.0
2146,turnips raw,51.0,1.6,11.8,0.2
2147,burdock root raw,85.0,1.8,20.5,0.2
2148,red cabbage cooked,49.0,2.6,11.8,0.2
2149,jute raw,10.0,1.3,1.6,0.05
2150,hot chile pepper dried,2.0,0.05,0.3,0.05
2151,salsify raw,109.0,4.4,24.7,0.3
2152,crookneck squash raw,24.0,1.3,4.9,0.3
2153,indian squash cooked,38.0,0.7,7.6,0.4
2154,poi,269.0,0.9,65.4,0.3
2155,sesbania flower cooked,22.0,1.2,5.3,0.01
2156,acorn squash cooked,115.0,2.3,29.9,0.3
2157,cauliflower cooked,29.0,2.3,5.1,0.6
2158,crookneck squash cooked,34.0,1.9,6.8,0.7
2159,laver seaweed,1.0,0.2,0.1,0.01
2160,mountain yam cooked,119.0,2.5,29.0,0.1
2161,pumpkin flowers raw,5.0,0.3,1.1,0.08
2162,mustard greens raw,15.0,1.6,2.6,0.2
2163,arrowhead,12.0,0.6,2.4,0.08
2164,japanese cabbage,45.0,2.4,8.5,0.2
2165,mung bean sprouts cooked,24.0,2.5,4.5,0.1
2166,scallop squash cooked,29.0,1.9,5.9,0.3
2167,pumpkin leaves cooked,15.0,1.9,2.4,0.2
2168,hungarian pepper,8.0,0.2,1.8,0.1
2169,sweet potato baked,103.0,2.3,23.6,0.2
2170,chinese cabbage pe tsai raw,12.0,0.9,2.5,0.2
2171,taro raw,116.0,1.6,27.5,0.2
2172,yam bean jicama,49.0,0.9,11.5,0.1
2173,olives,10.0,0.09,0.5,0.9
2174,mustard greens cooked,36.0,3.6,6.3,0.7
2175,pumpkin flowers cooked,20.0,1.5,4.4,0.1
2176,tree fern cooked,57.0,0.4,15.3,0.1
2177,yellow corn raw,606.0,15.6,123.3,7.9
2178,endive,9.0,0.6,1.7,0.1
2179,wakame,36.0,2.4,7.3,0.5
2180,tahitian taro raw,55.0,3.5,8.6,1.2
2181,broccoli raw,31.0,2.6,6.0,0.3
2182,sweet green peppers raw,30.0,1.3,6.9,0.3
2183,chinese cabbage pak choi cooked,20.0,2.7,3.0,0.3
2184,agar,1.0,0.05,0.3,0.06
2185,watercress,4.0,0.8,0.4,0.01
2186,beet greens cooked,39.0,3.7,7.9,0.3
2187,winter squash cooked,76.0,1.8,18.1,0.7
2188,new zealand spinach raw,8.0,0.8,1.4,0.1
2189,okra,4.0,0.2,0.9,0.08
2190,yautia tannier,132.0,2.0,31.9,0.5
2191,mustard spinach cooked,29.0,3.1,5.0,0.4
2192,rhubarb cooked,278.0,0.9,74.9,0.1
2193,beets raw,58.0,2.2,13.0,0.2
2194,drumstick pods raw,37.0,2.1,8.5,0.2
2195,baby zucchini,2.0,0.3,0.3,0.09
2196,onion raw,16.0,0.4,3.7,0.05
2197,romanesco cooked,39.0,3.7,7.7,0.4
2198,butternut squash raw,90.0,2.0,23.4,0.2
2199,amaranth leaves,6.0,0.7,1.1,0.08
2200,turnip greens raw,18.0,0.8,3.9,0.2
2201,spaghetti squash raw,31.0,0.6,7.0,0.6
2202,seaweed dry,52.0,3.1,9.2,0.3
2203,yam cooked,158.0,2.0,37.4,0.2
2204,corn dried,119.0,4.1,18.8,3.0
2205,cucumber,23.0,1.0,5.4,0.2
2206,arrowroot,78.0,5.1,16.1,0.2
2207,cardoon raw,30.0,1.2,7.2,0.2
2208,bamboo shoots cooked,14.0,1.8,2.3,0.3
2209,summer squash raw,42.0,3.1,8.7,0.5
2210,sweet potato raw,112.0,2.0,26.2,0.0
2211,green tomato,42.0,2.2,9.3,0.4
2212,beet greens raw,8.0,0.8,1.6,0.08
2213,savoy cabbage cooked,41.0,3.1,9.2,0.2
2214,witloof chicory,9.0,0.5,2.1,0.03
2215,turnips cooked,34.0,1.1,7.9,0.1
2216,dried tomatoes,5.0,0.3,1.1,0.05
2217,radicchio,15.0,0.9,2.9,0.2
2218,mixed vegetables cooked,118.0,5.2,23.8,0.3
2219,yellow tomato,32.0,2.1,6.3,0.6
2220,cardoon cooked,26.0,0.9,6.4,0.1
2221,spinach raw,7.0,0.9,1.1,0.1
2222,kale raw,7.0,0.6,0.9,0.3
2223,drumstick pods cooked,42.0,2.5,9.7,0.2
2224,kohlrabi raw,72.0,4.5,16.4,0.3
2225,lentil sprouts,82.0,6.9,17.0,0.4
2226,carrots raw,25.0,0.6,5.8,0.1
2227,red chili peppers,18.0,0.8,4.0,0.2
2228,fennel,73.0,2.9,17.1,0.5
2229,sweet corn white,63.0,2.4,13.9,0.9
2230,celeriac raw,66.0,2.3,14.4,0.5
2231,hubbard squash raw,46.0,2.3,10.1,0.6
2232,brussels sprouts cooked,8.0,0.5,1.5,0.1
2233,carrots cooked,16.0,0.3,3.8,0.09
2234,lambs quarters raw,0.0,0.08,0.07,0.07
2235,lotus root cooked,6.0,0.1,1.4,0.06
2236,split peas raw,672.0,48.4,118.9,2.3
2237,scots kale cooked,36.0,2.5,7.3,0.5
2238,corn cooked,99.0,3.5,21.6,1.5
2239,radish raw,1.0,0.04,0.2,0.03
2240,stinging nettles,37.0,2.4,6.7,0.01
2241,baby carrots,5.0,0.03,1.2,0.05
2242,sweet yellow peppers,50.0,1.9,11.8,0.4
2243,taro leaves raw,12.0,1.4,1.9,0.2
2244,corn raw,123.0,4.7,26.7,1.9
2245,roselle,28.0,0.5,6.4,0.4
2246,drumstick leaves raw,13.0,2.0,1.7,0.3
2247,scallop squash raw,23.0,1.6,5.0,0.3
2248,chicory roots,65.0,1.3,15.8,0.2
2249,brussels sprouts raw,8.0,0.6,1.7,0.08
2250,kale cooked,42.0,3.5,6.3,1.4
2251,pupusas con frijoles,289.0,7.0,39.7,11.4
2252,mustard cabbage,36.0,1.4,7.2,0.1
2253,gourd raw,19.0,1.1,4.1,0.2
2254,butternut squash cooked,80.0,1.8,21.0,0.2
2255,burdock root cooked,146.0,3.5,35.1,0.2
2256,cassava,330.0,2.8,78.4,0.6
2257,peas carrots cooked,77.0,4.9,16.2,0.7
2258,romaine lettuce,8.0,0.6,1.5,0.1
2259,yam raw,177.0,2.3,41.8,0.3
2260,chowchow pickles,296.0,3.7,65.3,2.2
2261,prairie turnips raw,20.0,0.3,4.5,0.03
2262,savoy cabbage raw,19.0,1.4,4.3,0.02
2263,celery raw,6.0,0.3,1.2,0.05
2264,celeriac cooked,42.0,1.5,9.1,0.3
2265,mustard spinach raw,33.0,3.3,5.9,0.5
2266,zucchini raw,44.0,3.1,8.1,0.8
2267,okra cooked,35.0,3.0,7.2,0.3
2268,white icicle radish,14.0,1.1,2.6,0.1
2269,orange tomato,18.0,1.3,3.5,0.2
2270,pumpkin leaves raw,7.0,1.2,0.9,0.2
2271,spaghetti squash cooked,42.0,1.0,10.0,0.4
2272,white corn cooked,100.0,3.4,22.4,1.5
2273,artichoke cooked,64.0,3.5,14.3,0.4
2274,avocado,432.0,5.4,23.0,39.6
2275,string beans wellsley farms,8.0,0.3,1.7,0.0
2276,lambs quarters cooked,58.0,5.8,9.0,1.3
2277,peas cooked,134.0,8.6,25.0,0.4
2278,beets cooked,22.0,0.8,5.0,0.09
2279,shallots dried,3.0,0.1,0.7,0.01
2280,green lettuce,23.0,2.0,4.3,0.2
2281,kohlrabi cooked,48.0,3.0,11.0,0.2
2282,kanpyo dried,139.0,4.6,35.1,0.3
2283,prairie turnips boiled,18.0,0.2,4.2,0.09
2284,broccoli raab cooked,21.0,3.3,2.7,0.4
2285,summer squash cooked,49.0,2.7,9.9,1.0
2286,taro cooked,187.0,0.7,45.7,0.1
2287,spring onion scallions,6.0,0.4,1.5,0.08
2288,hubbard squash cooked,57.0,2.8,12.3,0.7
2289,jalapeno pepper,4.0,0.1,0.9,0.0
2290,new zealand spinach cooked,22.0,2.3,3.8,0.3
2291,sesbania flower raw,1.0,0.01,0.2,0.1
2292,spirulina dried,20.0,4.0,1.7,0.5
2293,chinese cabbage pe tsai cooked,17.0,1.8,2.9,0.2
2294,zucchini cooked,27.0,2.1,4.8,0.6
2295,green olives pickled,4.0,0.07,0.1,0.4
2296,lotus root raw,85.0,3.0,19.8,0.1
2297,grape leaves,13.0,0.8,2.4,0.3
2298,dill pickled cucumber,17.0,0.9,3.7,0.2
2299,skunk cabbage,11.0,1.5,1.8,0.1
2300,banana pepper,9.0,0.5,1.8,0.1
2301,oriental radish raw,61.0,2.0,13.9,0.3
2302,purslane cooked,21.0,1.7,4.1,0.2
2303,rhubarb raw,11.0,0.5,2.3,0.1
2304,swamp cabbage,20.0,2.0,3.6,0.2
2305,mung bean sprouts raw,6.0,0.6,1.2,0.04
2306,onion cooked,7.0,0.2,1.5,0.03
2307,swiss chard raw,7.0,0.6,1.3,0.04
2308,peas raw,117.0,7.9,21.0,0.6
2309,cabbage cooked,35.0,1.9,8.3,0.02
2310,taro leaves cooked,35.0,3.9,5.6,0.6
2311,leeks cooked,38.0,1.0,9.4,0.2
2312,split peas cooked,227.0,16.3,40.2,0.8
2313,sweet corn yellow,58.0,4.1,14.2,0.4
2314,asparagus raw,2.0,0.3,0.5,0.04
2315,collard cooked,63.0,5.1,10.7,1.4
2316,swiss chard cooked,35.0,3.3,7.2,0.1
2317,nopales cooked,22.0,2.0,4.9,0.0
2318,tahitian taro cooked,60.0,5.7,9.4,0.9
2319,chinese cabbage pak choi raw,9.0,1.1,1.5,0.1
2320,green chili pepper,18.0,0.9,4.3,0.1
2321,mountain yam raw,91.0,1.8,22.2,0.1
2322,parsnips cooked,114.0,2.1,27.2,0.5
2323,tomato stewed,97.0,2.4,16.1,3.3
2324,sweet green peppers cooked,19.0,0.7,4.5,0.1
2325,white corn raw,143.0,5.3,31.6,2.0
2326,rutabaga raw,286.0,8.3,66.5,1.2
2327,jalapeno peppers canned,37.0,1.3,6.4,1.3
2328,pumpkin canned,83.0,2.7,19.8,0.7
2329,peas onions canned,61.0,3.9,10.3,0.5
2330,sweet mashed potato canned,258.0,5.0,59.1,0.5
2331,hominy canned,119.0,2.4,23.5,1.5
2332,tomato puree canned,95.0,4.1,22.5,0.5
2333,dried tomatoes canned in oil,6.0,0.2,0.7,0.4
2334,mixed vegetables canned,88.0,3.5,17.5,0.6
2335,straw mushrooms canned,2.0,0.2,0.3,0.09
2336,capers canned,2.0,0.2,0.4,0.09
2337,red peppers canned,15.0,0.7,3.7,0.06
2338,carrots canned,104.0,2.6,24.4,0.6
2339,tomatoes in tomato juice canned,41.0,1.9,9.6,0.3
2340,asparagus canned,62.0,7.4,10.2,0.7
2341,sweet red peppers canned,25.0,1.1,5.5,0.4
2342,onions canned,12.0,0.5,2.5,0.08
2343,turnip greens canned,27.0,2.0,4.0,0.4
2344,hearts of palm,9.0,0.8,1.5,0.2
2345,spinach canned,44.0,4.9,6.8,0.9
2346,sweet potato canned,568.0,6.3,133.5,1.3
2347,corn canned,49.0,1.6,11.1,0.6
2348,peas carrots canned,97.0,5.5,21.6,0.7
2349,crookneck squash canned,27.0,1.3,6.2,0.1
2350,tomatoes canned,77.0,4.0,17.6,0.7
2351,pimento canned,44.0,2.1,9.8,0.6
2352,sweet green peppers canned,25.0,1.1,5.5,0.4
2353,peas canned,57.0,3.5,9.5,0.8
2354,chili peppers canned,29.0,1.0,6.4,0.4
2355,green peppers canned,15.0,0.7,3.7,0.07
2356,grape leaves canned,20.0,1.2,3.3,0.6
2357,sauerkraut canned,27.0,1.3,6.1,0.2
2358,beets canned,69.0,2.0,16.2,0.2
2359,stewed tomatoes canned,66.0,2.3,15.8,0.5
2360,tomato paste canned,215.0,11.3,49.5,1.2
2361,bacon ranch salad mcdonalds,389.0,28.1,19.4,20.1
2362,caesar salad with grilled chicken mcdonalds,201.0,29.1,11.3,5.6
2363,caesar salad mcdonalds,94.0,6.8,9.1,4.4
2364,vegetable salad,22.0,1.7,4.4,0.05
2365,vegetable salad with chicken,70.0,11.6,2.5,1.5
2366,potato salad,358.0,6.7,27.9,20.5
2367,taco salad taco bell,906.0,35.7,80.5,48.9
2368,iceberg lettuce,8.0,0.5,1.7,0.05
2369,cornsalad,12.0,1.1,2.0,0.2
2370,potato salad with egg,393.0,4.9,40.5,23.5
2371,side salad mcdonalds,17.0,0.9,3.7,0.2
2372,caesar salad with crispy chicken mcdonalds,349.0,25.7,19.2,16.4
2373,grape apple salad with walnuts,191.0,3.5,25.6,8.2
2374,vegetable salad with cheese egg,68.0,5.8,3.2,3.9
2375,celtuce,1.0,0.07,0.3,0.09
2376,arugula,5.0,0.5,0.7,0.1
2377,vegetable salad with shrimp,71.0,9.7,4.4,1.7
2378,coleslaw,292.0,1.8,28.4,18.9
2379,shiitake mushrooms cooked,10.0,0.3,2.6,0.01
2380,shiitake mushrooms raw,6.0,0.4,1.3,0.04
2381,crimini mushrooms,1.0,0.2,0.3,0.02
2382,mushrooms raw,15.0,2.2,2.3,0.2
2383,portabella mushrooms grilled,35.0,4.0,5.4,0.7
2384,maitake mushrooms,0.0,0.02,0.07,0.02
2385,shiitake mushrooms dried,11.0,0.3,2.7,0.06
2386,chanterelle mushrooms,2.0,0.03,0.4,0.06
2387,cloud ear fungus dried,80.0,2.6,20.4,0.2
2388,mushrooms cooked,44.0,3.4,8.3,0.7
2389,pepeao dried,72.0,1.2,19.4,0.1
2390,truffles,61.0,0.7,5.4,4.1
2391,jews ear,25.0,0.5,6.7,0.1
2392,enoki mushrooms,1.0,0.06,0.2,0.1
2393,morel mushrooms,4.0,0.4,0.7,0.07
2394,portabella mushrooms raw,19.0,1.8,3.3,0.3
2395,oyster mushroom,5.0,0.5,0.9,0.04
